from,https://tools.miku.ac/cpu_rank/,https://tools-api-cn.hazymoon.vip/cpu_rank,,
,name,score,percentage,
1952,Intel Pentium 4415U @ 2.30GHz,2220,3,
1953,AMD Phenom II X4 940,2219,3,
1954,Intel Celeron G3930TE @ 2.70GHz,2218,3,
1955,Intel Core2 Duo E8700 @ 3.50GHz,2212,3,
1956,AMD A4-6210 APU with AMD Radeon R3 Graphics,2212,3,
1957,Intel Xeon L5430 @ 2.66GHz,2210,3,
1958,AMD A10-8700P,2210,3,
1959,Intel Xeon X3430 @ 2.40GHz,2209,3,
1960,Intel Celeron G4930T @ 3.00GHz,2209,3,
1961,Intel Celeron N6211 @ 1.20GHz,2207,3,
1962,Intel Core i5-650 @ 3.20GHz,2207,3,
1963,AMD Phenom X2 Dual-Core GE-5560,2206,3,
1964,AMD Phenom II X4 973,2204,3,
1965,Intel Core2 Quad Q9500 @ 2.83GHz,2204,3,
1966,MediaTek MT6779V/CV,2204,3,
1967,AMD Athlon X2 270,2202,3,
1968,MediaTek MT6771V/CT,2201,3,
1969,Intel Xeon X5365 @ 3.00GHz,2198,3,
1970,MediaTek MT6769V/CU,2194,2,
1971,Intel Core i3-21050 @ 3.10GHz,2193,2,
1972,MediaTek MT6769V/WB,2192,2,
1973,Qualcomm Technologies,score,percentage,2
1974,Snapdragon 850 @ 2.96 GHz,2192,2,
1975,Intel Xeon E5430 @ 2.66GHz,2192,2,
1976,Intel Core i5-4200U @ 1.60GHz,2191,2,
1977,Intel Pentium G4400TE @ 2.40GHz,2190,2,
1978,Qualcomm Technologies,score,percentage,2
1979,Intel Core i3-5020U @ 2.20GHz,2184,2,
1980,Quad-Core AMD Opteron 1389,2183,2,
1981,Intel Core i3 E 330 @ 2.13GHz,2182,2,
1982,Intel Core i7 L 620 @ 2.00GHz,2182,2,
1983,Intel Core i3-3225 @ 3.30GHz,2180,2,
1984,Intel Atom C2750 @ 2.41GHz,2174,2,
1985,MT6769H,2168,2,
1986,Intel Core i3-3220 @ 3.30GHz,2164,2,
1987,Samsung Exynos 8890,2163,2,
1988,Qualcomm Technologies,score,percentage,2
1989,MediaTek MT6769T,2161,2,
1990,AMD Phenom II X4 925,2161,2,
1991,Intel Atom E3950 @ 1.60GHz,2159,2,
1992,Intel Xeon X3350 @ 2.66GHz,2158,2,
1993,Hisilicon Kirin710,2156,2,
1994,MediaTek MT6769Z,2156,2,
1995,AMD A8-3850 APU,2147,2,
1996,Intel Pentium G3460 @ 3.50GHz,2147,2,
1997,AMD Athlon II X4 641 Quad-Core,2143,2,
1998,Intel Core m5-6Y54 @ 1.10GHz,2143,2,
1999,AMD Athlon II X4 640,2142,2,
2000,Intel Pentium N4200 @ 1.10GHz,2142,2,
2001,Intel Core i7-3517UE @ 1.70GHz,2141,2,
2002,Intel Core M-5Y51 @ 1.10GHz,2140,2,
2003,AMD Phenom II X4 960T,2137,2,
2004,Virtual,2137,2,
2005,AMD A8-7200P,2135,2,
2006,Intel Core i5-2560M @ 2.70GHz,2131,2,
2007,Intel Celeron N4500 @ 1.10GHz,2130,2,
2008,MediaTek MT6763V/CE,2129,2,
2009,Intel Pentium G3440 @ 3.30GHz,2129,2,
2010,Intel Pentium G3430 @ 3.30GHz,2125,2,
2011,Intel Core i3 M 380 @ 2.53GHz,2120,2,
2012,AMD Phenom II X4 B45,2119,2,
2013,Intel Core i3-5010U @ 2.10GHz,2119,2,
2014,Qualcomm Technologies,score,percentage,2
2015,MediaTek MT6771V/C,2118,2,
2016,Intel Core i7-3517U @ 1.90GHz,2118,2,
2017,Intel Core M-5Y31 @ 0.90GHz,2116,2,
2018,AMD Athlon X4 640,2115,2,
2019,Intel Core i5 M 430 @ 2.27GHz,2112,2,
2020,Intel Core i3-5015U @ 2.10GHz,2112,2,
2021,Intel Core i5 M 450 @ 2.40GHz,2111,2,
2022,Intel Celeron G3930T @ 2.70GHz,2109,2,
2023,MT6769V/CT,2108,2,
2024,AMD Phenom II X4 B25,2108,2,
2025,AMD Phenom II X4 820,2108,2,
2026,Intel Pentium G3440T @ 2.80GHz,2107,2,
2027,Qualcomm Technologies,score,percentage,2
2028,AMD Phenom II X4 B93,2104,2,
2029,MediaTek MT6769V/CB,2096,2,
2030,Intel Core i3-2125 @ 3.30GHz,2093,2,
2031,AMD A8-3820 APU,2091,2,
2032,Intel Core2 Quad Q9450 @ 2.66GHz,2089,2,
2033,Qualcomm Technologies,score,percentage,2
2034,AMD Opteron 1389,2079,2,
2035,Intel Core i3-3210 @ 3.20GHz,2078,2,
2036,AMD Athlon II X4 655,2078,2,
2037,AMD Opteron 2384,2074,2,
2038,Qualcomm Technologies,score,percentage,2
2039,Qualcomm Technologies,score,percentage,2
2040,T700-Unisoc,2072,2,
2041,AMD Athlon II X4 630,2072,2,
2042,AMD Athlon II X4 631 Quad-Core,2072,2,
2043,AMD A10-7400P,2071,2,
2044,AMD Athlon 5150 APU with Radeon R3,2068,2,
2045,Intel Pentium 4405U @ 2.10GHz,2067,2,
2046,Qualcomm Technologies,score,percentage,2
2047,MediaTek MT6771V/WT,2062,2,
2048,AMD Opteron 3250 HE,2061,2,
2049,MT6768G,2060,2,
2050,Intel Xeon X3230 @ 2.66GHz,2060,2,
2051,Intel Pentium G2140 @ 3.30GHz,2059,2,
2052,Qualcomm Technologies,score,percentage,2
2053,AMD Opteron 4162 EE,2058,2,
2054,Intel Pentium G3258 @ 3.20GHz,2057,2,
2055,Intel Atom C2758 @ 2.40GHz,2056,2,
2056,Apple A9,2056,2,
2057,Intel Xeon E3-1220L @ 2.20GHz,2050,2,
2058,Intel Celeron G3900T @ 2.60GHz,2049,2,
2059,Intel Core i5-2450M @ 2.50GHz,2047,2,
2060,Intel Core2 Quad Q9400 @ 2.66GHz,2047,2,
2061,Intel Core i5-3337U @ 1.80GHz,2045,2,
2062,Intel Xeon L5420 @ 2.50GHz,2040,2,
2063,AMD A6-3670 APU,2040,2,
2064,Intel Core i7-640M @ 2.80GHz,2040,2,
2065,Intel Core i3 M 370 @ 2.40GHz,2039,2,
2066,Intel Celeron G3900E @ 2.40GHz,2034,2,
2067,Unisoc T618,2033,2,
2068,Qualcomm Technologies,score,percentage,2
2069,Intel Core i5-2415M @ 2.30GHz,2031,2,
2070,Intel Core i3-2102 @ 3.10GHz,2029,2,
2071,Intel Xeon E5462 @ 2.80GHz,2027,2,
2072,Intel Xeon E7- 2830 @ 2.13GHz,2027,2,
2073,AMD Athlon II X4 638 Quad-Core,2026,2,
2074,Intel Pentium G3260 @ 3.30GHz,2020,2,
2075,Intel Core i5-2430M @ 2.40GHz,2017,2,
2076,Intel Core i5-655K @ 3.20GHz,2017,2,
2077,AMD Phenom II X4 910e,2016,2,
2078,Intel Pentium G3450T @ 2.90GHz,2016,2,
2079,Samsung Exynos 9611,2014,2,
2080,Intel Core i3-5005U @ 2.00GHz,2012,2,
2081,Intel Core2 Extreme Q9200 @ 2.40GHz,2011,2,
2082,Intel Core2 Quad Q9505 @ 2.83GHz,2010,2,
2083,AMD Athlon II X4 635,2010,2,
2084,Intel Core i5-2435M @ 2.40GHz,2008,2,
2085,Intel Core2 Quad Q6700 @ 2.66GHz,2005,2,
2086,Intel Core2 Quad Q8400 @ 2.66GHz,2005,2,
2087,MediaTek MT6771V/W,2005,2,
2088,Intel Core i7-2655LE @ 2.20GHz,1999,2,
2089,Intel Pentium G3420 @ 3.20GHz,1998,2,
2090,AMD A10-5757M APU,1997,2,
2091,AMD Opteron 2427,1995,2,
2092,Intel Core i7-2677M @ 1.80GHz,1993,2,
2093,Quad-Core AMD Opteron 1385,1993,2,
2094,Intel Core i7-620M @ 2.67GHz,1992,2,
2095,MediaTek MT6768V/CA,1991,2,
2096,HiSilicon Kirin 950,1991,2,
2097,Intel Xeon X3320 @ 2.50GHz,1986,2,
2098,AMD Athlon X4 750 Quad Core,1986,2,
2099,Intel Core i3-3240T @ 2.90GHz,1985,2,
2100,Unisoc ums512,1981,2,
2101,Intel Xeon X5355 @ 2.66GHz,1979,2,
2102,AMD A6-3650 APU,1978,2,
2103,Qualcomm Technologies,score,percentage,2
2104,AArch64 rev 2 (aarch64),1969,2,
2105,Intel Core i7 610 @ 2.53GHz,1969,2,
2106,Intel Core i7-610 @ 2.53GHz,1969,2,
2107,Intel Core i3-2130 @ 3.40GHz,1968,2,
2108,Intel Core i7-920XM @ 2.00GHz,1965,2,
2109,Intel Core m3-6Y30 @ 0.90GHz,1964,2,
2110,Intel Core i5-2410M @ 2.30GHz,1961,2,
2111,MT8788,1961,2,
2112,Intel Atom E3940 @ 1.60GHz,1960,2,
2113,AMD Athlon II X4 605e,1959,2,
2114,Intel Core i3-3220T @ 2.80GHz,1954,2,
2115,Intel Atom E3900 @ 1.60GHz,1953,2,
2116,MediaTek MT6797X,1951,2,
2117,Intel Celeron 4305UE @ 2.00GHz,1950,2,
2118,Intel Core i3-4120U @ 2.00GHz,1948,2,
2119,AMD Phenom 9850B Quad-Core,1946,2,
2120,Intel Celeron N3450 @ 1.10GHz,1942,2,
2121,Intel Core i5-3317U @ 1.70GHz,1940,2,
2122,MediaTek MT6771V/WM,1940,2,
2123,AMD A8-3800 APU,1939,2,
2124,Intel Core2 Quad Q9300 @ 2.50GHz,1937,2,
2125,Intel Xeon X6550 @ 2.00GHz,1936,2,
2126,AMD A6-7480,1936,2,
2127,Intel Xeon E5603 @ 1.60GHz,1935,2,
2128,AMD Phenom II X4 830,1931,2,
2129,Intel Xeon X3330 @ 2.66GHz,1928,2,
2130,Intel Xeon E5507 @ 2.27GHz,1928,2,
2131,Intel Core i7-2637M @ 1.70GHz,1927,2,
2132,Intel Core i5-580M @ 2.67GHz,1927,2,
2133,Intel Xeon E5410 @ 2.33GHz,1923,2,
2134,Intel Xeon E5506 @ 2.13GHz,1923,2,
2135,Intel Xeon L5410 @ 2.33GHz,1921,2,
2136,Intel Xeon E5420 @ 2.50GHz,1920,2,
2137,AMD Opteron 2224 SE,1919,2,
2138,Intel Core i3-4025U @ 1.90GHz,1918,2,
2139,AMD Opteron 3320 EE,1918,2,
2140,Intel Pentium G3420T @ 2.70GHz,1912,2,
2141,Intel Core i7-840QM @ 1.87GHz,1912,2,
2142,AMD Opteron X2170 APU,1911,2,
2143,Unisoc T610,1911,2,
2144,AMD Athlon X2 260,1910,2,
2145,AMD A10 PRO-7350B APU,1910,2,
2146,Intel Pentium G3250 @ 3.20GHz,1910,2,
2147,Intel Core i5-3439Y @ 1.50GHz,1907,2,
2148,Intel Core i3 M 350 @ 2.27GHz,1907,2,
2149,Intel Core i5-4422E @ 1.80GHz,1907,2,
2150,Intel Core M-5Y10a @ 0.80GHz,1905,2,
2151,AMD A10-4600M APU,1904,2,
2152,Intel Pentium G3450 @ 3.40GHz,1903,2,
2153,Intel Pentium G3240 @ 3.10GHz,1902,2,
2154,AMD Opteron 2419 EE,1902,2,
2155,AMD Athlon II X4 615e,1900,2,
2156,Intel Core i3-2120 @ 3.30GHz,1899,2,
2157,AMD Phenom II X4 920,1899,2,
2158,AMD Athlon II X4 620,1899,2,
2159,AMD Opteron 1385,1898,2,
2160,Intel Celeron G1850 @ 2.90GHz,1895,2,
2161,AMD Phenom II X4 905e,1895,2,
2162,Intel Pentium G2120 @ 3.10GHz,1893,2,
2163,Intel Core i7 U 660 @ 1.33GHz,1893,2,
2164,T610-Unisoc,1892,2,
2165,AMD Athlon II X3 460,1890,2,
2166,Intel Core i5-2510E @ 2.50GHz,1889,2,
2167,AMD PRO A6-8550B,1885,2,
2168,Intel Core i5-2515E @ 2.50GHz,1882,2,
2169,Intel Core i7-3555LE @ 2.50GHz,1880,2,
2170,AMD A6-9500,1878,2,
2171,AMD PRO A6-9500,1875,2,
2172,Qualcomm Technologies,score,percentage,2
2173,AMD Phenom 8550 Triple-Core,1871,2,
2174,MT6769V/CZ,1869,2,
2175,Qualcomm Technologies,score,percentage,2
2176,Intel Core i3-4030U @ 1.90GHz,1866,2,
2177,AMD Opteron 2378,1864,2,
2178,AMD Phenom II X4 B05e,1862,2,
2179,Qualcomm Technologies,score,percentage,2
2180,AMD Phenom 9950 Quad-Core,1859,2,
2181,AMD Athlon II X4 610e,1859,2,
2182,AMD Athlon 5370 APU,1857,2,
2183,Intel Core i3-4110U @ 1.90GHz,1853,2,
2184,Intel Core i5-4230U @ 1.90GHz,1853,2,
2185,ARM Cortex-A53 6 Core 1896 MHz,1851,2,
2186,Intel Pentium 1403 @ 2.60GHz,1851,2,
2187,AMD A10-5750M APU,1850,2,
2188,AMD A8-5550M APU,1850,2,
2189,Intel Celeron G3900TE @ 2.30GHz,1850,2,
2190,Qualcomm Technologies,score,percentage,2
2191,Intel Core2 Extreme Q9300 @ 2.53GHz,1845,2,
2192,Intel Core i3-2310E @ 2.10GHz,1845,2,
2193,AMD Phenom II X3 B77,1844,2,
2194,AMD Phenom II X4 805,1844,2,
2195,AMD PRO A6-8570,1844,2,
2196,AMD A6-9500E,1841,2,
2197,Intel Pentium G2130 @ 3.20GHz,1839,2,
2198,Intel Pentium G3220 @ 3.00GHz,1838,2,
2199,Intel Xeon X3323 @ 2.50GHz,1837,2,
2200,Intel Core i3-2105 @ 3.10GHz,1831,2,
2201,Intel Core i7 680UM @ 1.47GHz,1828,2,
2202,AMD FX-7500 APU,1826,2,
2203,AMD Phenom II X4 B15e,1825,2,
2204,Intel Core i3-3130M @ 2.60GHz,1824,2,
2205,Intel Pentium @ 1.50GHz,1824,2,
2206,Intel Core i3-2330E @ 2.20GHz,1823,2,
2207,Intel Xeon L5238 @ 2.66GHz,1823,2,
2208,AMD Athlon II X3 455,1822,2,
2209,AMD FX-7500 Radeon R7,score,percentage,2
2210,Intel Xeon X3220 @ 2.40GHz,1819,2,
2211,Intel Core i7-610E @ 2.53GHz,1818,2,
2212,Intel Core i5-4302Y @ 1.60GHz,1817,2,
2213,AMD A8-6500T APU,1816,2,
2214,Intel Core i5-560M @ 2.67GHz,1816,2,
2215,Intel Xeon E5345 @ 2.33GHz,1814,2,
2216,AMD A8-7410 APU,1810,2,
2217,Intel Core i3 M 330 @ 2.13GHz,1809,2,
2218,AMD Athlon X2 235e,1806,2,
2219,AMD Phenom 9750 Quad-Core,1804,2,
2220,AMD A6-7470K,1799,2,
2221,AMD Opteron 1381,1797,2,
2222,AMD Phenom II X940 Quad-Core,1797,2,
2223,AMD GX-420MC SOC,1796,2,
2224,Intel Core M-5Y10 @ 0.80GHz,1795,2,
2225,AMD Athlon 64 FX-72,1794,2,
2226,Intel Core i3-2100 @ 3.10GHz,1793,2,
2227,Intel Core i7 U 680 @ 1.47GHz,1793,2,
2228,Intel Core2 Quad Q8300 @ 2.50GHz,1790,2,
2229,AMD Athlon X4 530,1786,2,
2230,Snapdragon 835,1784,2,
2231,AMD Phenom X4 Quad-Core GP-9730,1784,2,
2232,AMD Athlon X3 455,1783,2,
2233,AMD Athlon X3 435,1781,2,
2234,Intel Core i7 U 640 @ 1.20GHz,1778,2,
2235,Intel Core i5 M 540 @ 2.53GHz,1776,2,
2236,AMD R-464L APU,1773,2,
2237,AMD Athlon II X3 445,1771,2,
2238,Intel Core2 Quad Q6600 @ 2.40GHz,1770,2,
2239,Intel Core i5-540M @ 2.53GHz,1770,2,
2240,AMD Phenom II N830 3+1,1768,2,
2241,AMD Athlon 5350 APU,1768,2,
2242,Qualcomm Technologies,score,percentage,2
2243,AMD A8-6410 APU,1765,2,
2244,Intel Core2 Quad Q8200 @ 2.33GHz,1762,2,
2245,Intel Xeon L5408 @ 2.13GHz,1761,2,
2246,AMD A10-4657M APU,1759,2,
2247,Samsung Exynos 9610,1759,2,
2248,AMD Athlon II X3 450,1758,2,
2249,Intel Core i7-740QM @ 1.73GHz,1758,2,
2250,AMD A10-5745M APU,1756,2,
2251,Intel Atom C3538 @ 2.10GHz,1756,2,
2252,Intel Pentium G3240T @ 2.70GHz,1755,2,
2253,Intel Pentium G3260T @ 2.90GHz,1755,2,
2254,AMD A6-3620 APU,1754,2,
2255,AMD Phenom II X4 810,1752,2,
2256,MT6797X,1749,2,
2257,Qualcomm Technologies,score,percentage,2
2258,Intel Core M-5Y10c @ 0.80GHz,1743,2,
2259,HP Hexa-Core 2.0GHz,1741,2,
2260,AMD GX-424CC SOC,1740,2,
2261,Intel Xeon @ 2.30GHz,1740,2,
2262,Intel Celeron G1840 @ 2.80GHz,1738,2,
2263,AMD A6-7310 APU,1738,2,
2264,Intel Core i7-820QM @ 1.73GHz,1737,2,
2265,AMD Opteron 2356,1733,2,
2266,AMD PRO A4-8350B,1733,2,
2267,Intel Core i3-4000M @ 2.40GHz,1730,2,
2268,AMD A6 PRO-7050B R4,score,percentage,2
2269,Intel Core i5-2557M @ 1.70GHz,1725,2,
2270,MediaTek MT6797T,1723,2,
2271,AMD Phenom X2 Dual-Core GE-6060,1722,2,
2272,AMD Sempron 3850 APU with Radeon R3,1721,2,
2273,AMD A8-5557M APU,1719,2,
2274,Intel Core i3-4158U @ 2.00GHz,1718,2,
2275,MT6757W,1712,2,
2276,AMD Athlon II X4 600e,1711,2,
2277,AMD A4 PRO-3340B,1706,2,
2278,Intel Core M-5Y70 @ 1.10GHz,1705,2,
2279,AMD PRO A6-8500B,1704,2,
2280,AMD Opteron 1356,1703,2,
2281,HiSilicon Kirin 659,1703,2,
2282,Qualcomm Technologies,score,percentage,2
2283,AMD Phenom II X4 910,1699,2,
2284,AMD Phenom FX-5200 Quad-Core,1699,2,
2285,Intel Pentium G3250T @ 2.80GHz,1699,2,
2286,AMD A10-7300 APU,1698,2,
2287,Qualcomm Technologies,score,percentage,2
2288,AMD Phenom X2 Dual-Core GE-4060,1697,2,
2289,Intel Atom x6211E @ 1.20GHz,1695,2,
2290,Intel Pentium G2030 @ 3.00GHz,1694,2,
2291,AMD Phenom 9650 Quad-Core,1694,2,
2292,AMD GX-420CA SOC,1694,2,
2293,Intel Celeron J4025 @ 2.00GHz,1693,2,
2294,AMD PRO A4-3350B APU,1692,2,
2295,Intel Pentium G2100T @ 2.60GHz,1691,2,
2296,Intel Xeon Gold 6338 @ 2.00GHz,1690,2,
2297,Intel Pentium 4425Y @ 1.70GHz,1688,2,
2298,Intel Core i7-2617M @ 1.50GHz,1687,2,
2299,AMD Phenom 9600B Quad-Core,1687,2,
2300,Intel Core2 Duo X7360 @ 2.53GHz,1687,2,
2301,Intel Core2 Duo P9400 @ 2.40GHz,1686,2,
2302,AMD A4-6250J APU,1685,2,
2303,MediaTek MT6797,1685,2,
2304,MT6765,1681,2,
2305,AMD Phenom 9850 Quad-Core,1680,2,
2306,Intel Core i7-640LM @ 2.13GHz,1680,2,
2307,AMD PRO A6-7350B,1679,2,
2308,AMD A9-9430,1678,2,
2309,Intel Xeon L5335 @ 2.00GHz,1678,2,
2310,Unisoc T700,1674,2,
2311,Intel Core i5-520M @ 2.40GHz,1673,2,
2312,Intel Core i5-4202Y @ 1.60GHz,1670,2,
2313,AMD Phenom II X920 Quad-Core,1669,2,
2314,AMD A6-6310 APU,1665,2,
2315,Intel Celeron 3965U @ 2.20GHz,1665,2,
2316,AMD PRO A6-9500E,1662,2,
2317,MediaTek MT8768CT,1661,2,
2318,AArch64 rev 4 (aarch64),1661,2,
2319,AMD Athlon II X3 440,1660,2,
2320,AMD A4-7210 APU,1660,2,
2321,SAMSUNG Exynos7420,1656,2,
2322,Intel Pentium G2020 @ 2.90GHz,1654,2,
2323,AMD A8-4500M APU,1654,2,
2324,Intel Core i3-4030Y @ 1.60GHz,1654,2,
2325,AMD Athlon II X3 435,1652,2,
2326,Intel Celeron G1820 @ 2.70GHz,1649,2,
2327,AMD Phenom X4 Quad-Core GP-9600,1649,2,
2328,AMD A8-7100 APU,1647,2,
2329,Intel Celeron G1630 @ 2.80GHz,1646,2,
2330,MediaTek MT8183,1645,2,
2331,MediaTek MT8768WT,1643,2,
2332,Intel Core i7-3689Y @ 1.50GHz,1642,2,
2333,Intel Core i7-720QM @ 1.60GHz,1640,2,
2334,Intel Core i3-4005U @ 1.70GHz,1638,2,
2335,Intel Core2 Quad Q9100 @ 2.26GHz,1637,2,
2336,AMD A10-4655M APU,1637,2,
2337,AMD A6-3600 APU,1636,2,
2338,AMD A4 Micro-6400T APU + AMD Radeon R3 Graphics,1635,2,
2339,AMD Opteron 2373 EE,1635,2,
2340,Intel Core i3-2100T @ 2.50GHz,1634,2,
2341,AMD Phenom II N970 Quad-Core,1632,2,
2342,MT6797M,1631,2,
2343,Intel Xeon E5405 @ 2.00GHz,1630,2,
2344,Intel Core i3-4010U @ 1.70GHz,1628,2,
2345,AMD Embedded R-Series RX-216GD,1628,2,
2346,Intel Core i3-560 @ 3.33GHz,1626,2,
2347,AMD A6-5200 APU,1625,2,
2348,Intel Pentium G3320TE @ 2.30GHz,1623,2,
2349,AMD Opteron 1354,1620,2,
2350,MediaTek MT6765V/CA,1620,2,
2351,MT6765V/WB,1620,2,
2352,AMD Opteron X3216 APU,1619,2,
2353,Intel Core i5 E 520 @ 2.40GHz,1619,2,
2354,Intel Pentium 4415Y @ 1.60GHz,1618,2,
2355,AMD A6-6400B APU,1616,2,
2356,Intel Celeron G1820T @ 2.40GHz,1614,2,
2357,Athlon 64 Dual Core 5400+,1614,2,
2358,Intel Pentium G2120T @ 2.70GHz,1613,2,
2359,Samsung Exynos 7420,1612,2,
2360,AMD Athlon X4 620,1612,2,
2361,Intel Celeron N4000C @ 1.10GHz,1611,2,
2362,Intel Celeron 2000E @ 2.20GHz,1607,2,
2363,AMD Phenom 9550 Quad-Core,1605,2,
2364,Intel Pentium G2030T @ 2.60GHz,1604,2,
2365,AMD A6-8550,1604,2,
2366,AMD Embedded G-Series GX-420GI Radeon R7E,1603,2,
2367,HiSilicon Kirin 650,1603,2,
2368,ZHAOXIN KaiXian KX-6640MA@2.2+GHz,1601,2,
2369,Intel Xeon X3210 @ 2.13GHz,1599,2,
2370,AMD Phenom FX-5000 Quad-Core,1599,2,
2371,AMD A6 PRO-7400B,1598,2,
2372,MediaTek MT6765V/CB,1595,2,
2373,Qualcomm Technologies,score,percentage,2
2374,Intel Core i3-3120M @ 2.50GHz,1594,2,
2375,AMD A6-7400K APU,1592,2,
2376,Intel Core i5-4220Y @ 1.60GHz,1591,2,
2377,AMD Phenom 9600 Quad-Core,1590,2,
2378,Qualcomm MSM8953,1589,2,
2379,Intel Celeron N4020 @ 1.10GHz,1588,2,
2380,Samsung Exynos 7885,1588,2,
2381,Samsung Exynos 7904,1587,2,
2382,Intel Core i3-3110M @ 2.40GHz,1586,2,
2383,Intel Celeron J4005 @ 2.00GHz,1581,2,
2384,ARM phytium FT1500a 4 Core 2000 MHz,1579,2,
2385,AMD A8-3550MX APU,1579,2,
2386,ARM Neoverse-N1 2 Core 0 MHz,1577,2,
2387,Intel Celeron G1840T @ 2.50GHz,1576,2,
2388,Intel Core i5 U 560 @ 1.33GHz,1568,2,
2389,AMD Phenom X2 Dual-Core GE-5060,1566,2,
2390,AMD A4-6320 APU,1563,2,
2391,Intel Core i3-550 @ 3.20GHz,1563,2,
2392,MT6765V/WA,1562,2,
2393,Intel Celeron G1830 @ 2.80GHz,1560,2,
2394,Intel Core i5-4200Y @ 1.40GHz,1558,2,
2395,Samsung Exynos 7880,1553,2,
2396,Intel Pentium 3560M @ 2.40GHz,1552,2,
2397,AMD Athlon X2 245,1551,2,
2398,AMD A6-6420B APU,1550,2,
2399,AMD A9-9425,1550,2,
2400,Intel Xeon E5335 @ 2.00GHz,1549,2,
2401,AMD Athlon II X3 425,1547,2,
2402,ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,1547,2,
2403,Rockchip RK,1541,2,
2404,AMD Phenom II N930 Quad-Core,1540,2,
2405,Intel Pentium G3220T @ 2.60GHz,1539,2,
2406,AMD Phenom II X3 720,1539,2,
2407,AMD Phenom II X3 B73,1538,2,
2408,AMD Phenom II N950 Quad-Core,1538,2,
2409,AMD A6-6420K APU,1538,2,
2410,AMD A8-5545M APU,1536,2,
2411,AMD A8 PRO-7150B APU,1534,2,
2412,Apple A8,1531,2,
2413,AMD A9-9420,1530,2,
2414,AMD E2-7110 APU,1530,2,
2415,Intel Xeon E5504 @ 2.00GHz,1529,2,
2416,Intel Core i5-4210Y @ 1.50GHz,1527,2,
2417,AMD Athlon II X2 225,1526,2,
2418,AMD A9-9410,1525,2,
2419,AMD 3015Ce,1525,2,
2420,Intel Xeon X5270 @ 3.50GHz,1524,2,
2421,Intel Core2 Quad Q9000 @ 2.00GHz,1522,2,
2422,AMD A8-3530MX APU,1521,2,
2423,AMD Phenom 9750B Quad-Core,1520,2,
2424,AMD Opteron 2216,1518,2,
2425,Intel Pentium 4405Y @ 1.50GHz,1518,2,
2426,AMD Athlon X3 425,1516,2,
2427,Intel Pentium G2010 @ 2.80GHz,1509,2,
2428,AMD Opteron 2354,1509,2,
2429,Intel Celeron G1620T @ 2.40GHz,1507,2,
2430,AMD Phenom II X4 900e,1505,2,
2431,AMD E2-6110 APU with AMD Radeon R2 Graphics,1505,2,
2432,AMD Athlon X2 370K Dual Core,1504,2,
2433,AMD Phenom 9500 Quad-Core,1503,2,
2434,AMD Phenom II X3 710,1501,2,
2435,Intel Celeron 2970M @ 2.20GHz,1501,2,
2436,AMD Phenom 9350e Quad-Core,1501,2,
2437,Intel Core i3-540 @ 3.07GHz,1501,2,
2438,Intel Celeron 3955U @ 2.00GHz,1499,2,
2439,AMD PRO A6-8530B,1498,2,
2440,Intel Core i3-2120T @ 2.60GHz,1497,2,
2441,AMD A4-7300 APU,1496,2,
2442,Intel Pentium G870 @ 3.10GHz,1495,2,
2443,AMD Athlon II X3 420e,1495,2,
2444,AMD PRO A6-8570E,1489,2,
2445,AMD Phenom II X3 B75,1485,2,
2446,AMD A8-3510MX APU,1483,2,
2447,AMD A4 PRO-7300B APU,1481,2,
2448,Intel Celeron 3867U @ 1.80GHz,1481,2,
2449,MediaTek MT6757V,1479,2,
2450,AMD Athlon II X2 4500e,1475,2,
2451,Pentium Dual-Core E6000 @ 3.46GHz,1472,2,
2452,Intel Xeon E7320 @ 2.13GHz,1469,2,
2453,AMD Opteron 1352,1464,2,
2454,MT6763V/B,1461,2,
2455,Intel Core i3-4020Y @ 1.50GHz,1456,2,
2456,AMD Phenom 9450e Quad-Core,1455,2,
2457,Qualcomm Technologies,score,percentage,2
2458,AMD A6-8500P,1453,2,
2459,AMD A4-6210 APU,1452,2,
2460,MT6757WD,1452,2,
2461,Intel Xeon X5272 @ 3.40GHz,1451,2,
2462,Intel Xeon E5240 @ 3.00GHz,1448,2,
2463,AMD A6-3430MX APU,1448,2,
2464,Intel Pentium 2030M @ 2.50GHz,1444,2,
2465,AMD Opteron 1218 HE,1444,2,
2466,Intel Pentium 4410Y @ 1.50GHz,1444,2,
2467,Intel Core i5-4300Y @ 1.60GHz,1443,2,
2468,Intel Core i7 U 620 @ 1.07GHz,1443,2,
2469,Intel Core i5-2467M @ 1.60GHz,1441,2,
2470,AMD Athlon II X3 415e,1441,2,
2471,Intel Pentium J3710 @ 1.60GHz,1439,2,
2472,AMD Athlon X3 440,1438,2,
2473,Intel Core i3-530 @ 2.93GHz,1438,2,
2474,Qualcomm Technologies,score,percentage,2
2475,Nvidia Tegra T210,1436,2,
2476,AMD A6-6400K APU,1432,2,
2477,Intel Celeron G1610 @ 2.60GHz,1430,2,
2478,AMD Phenom II X3 700e,1430,2,
2479,Intel Xeon E3113 @ 3.00GHz,1429,2,
2480,AMD A6-5400B APU,1428,2,
2481,AMD Phenom II X2 560,1426,2,
2482,AMD Phenom II X3 740,1424,2,
2483,AMD Athlon X2 440,1424,2,
2484,Intel Atom C2550 @ 2.40GHz,1422,2,
2485,Qualcomm MSM8996PRO-AB,1422,2,
